1,https://www.ebay.com/itm/Toshiba-43LF621U19-43-inch-4K-Ultra-HD-Smart-LED-TV-HDR-Fire-TV-Edition/382638565076?hash=item59170926d4:g:-xwAAOSwZUFb9E8z,Toshiba 43LF621U19 43-inch 4K Ultra HD Smart LED TV HDR - Fire TV Edition,$348.75,,
2,https://www.ebay.com/itm/Samsung-Electronics-UN32M4500A-32-Inch-720p-Smart-LED-TV-2017-Model/173555004889?hash=item2868af35d9:g:E7sAAOSwcR9bqcGD,Samsung Electronics UN32M4500A 32-Inch 720p Smart LED TV (2017 Model),$265.99,,
3,https://www.ebay.com/itm/TCL-55S517-55-Inch-4K-Ultra-HD-Roku-Smart-LED-TV-2018-Model/273571134314?epid=21020214574&hash=item3fb21c3b6a:g:8doAAOSw175b9IcJ,TCL 55S517 55-Inch 4K Ultra HD Roku Smart LED TV 2018 Model,$587.55,4.5,2
4,,,,,
5,https://www.ebay.com/itm/Nokia-3-1-Android-One-Oreo-16-GB-Dual-SIM-Unlocked-Smartphone-AT-T-T/113281270736?hash=item1a601703d0:g:whgAAOSwnz9bsLSm,Nokia 3.1 - Android One (Oreo) -16 GB - Dual SIM Unlocked Smartphone (AT&T/T-...,$154.24,,
6,https://www.ebay.com/itm/Apple-iPhone-7-32GB-Unlocked-Black-US-Version-NEW/123326387598?epid=232669172&hash=item1cb6d3558e:g:55MAAOSwQFZbmXSK,"Apple iPhone 7 32GB Unlocked, Black US Version ""NEW""",$489.99,4.5,162
7,https://www.ebay.com/itm/NEW-Microsoft-Surface-Pro-6-Intel-Core-i5-8250U-8GB-RAM-256GB-Newest-Version/113384309515?epid=7026120745&hash=item1a663b430b:g:~ocAAOSwkHFb8xUe,NEW Microsoft Surface Pro 6 Intel Core i5-8250U 8GB RAM 256GB Newest Version,"$1,025.00",,
8,,,,,
9,https://www.ebay.com/itm/Dell-G5-Gaming-Laptop-15-6-Full-HD-Intel-Core-i7-8750H-NVIDIA-GeForce-GTX-105/273586060296?epid=8020383890&hash=item3fb2fffc08:g:WrQAAOSwe9FcAExh,"New ListingDell G5 Gaming Laptop 15.6"" Full HD, Intel Core i7-8750H, NVIDIA GeForce GTX 105","$1,071.86",,
10,,,,,
11,,,,,
12,https://www.ebay.com/itm/Honeywell-Remote-Control-For-HCE323V-Digital-Ceramic-Whole-Room-Tower-Heater/332879698022?epid=3018259743&hash=item4d812d1866,SPONSOREDHoneywell Remote Control For HCE323V Digital Ceramic Whole Room Tower Heater,$8.95,5.0,3
